CUSTOMER_NAME,INVOICE_TO_ADDRESS1,INVOICE_TO_ADDRESS2,INVOICE_TO_ADDRESS3,INVOICE_TO_ADDRESS4,CITY,LAT,LON,State/Region,Zip/Postal Code,Country,CUSTOMER_NUMBER,ORDER_NUMBER,ORDER_BOOKED_DATE,ORDER_TYPE,LINE_TYPE,LINE_NUMBER,ORDERED_ITEM,ORDERED_QUANTITY,LINE_CREATION_DATE,UNIT_SELLING_PRICE,TOTAL_AMOUNT,SF_OPPORTUNITY#,ORDER_BOOKED_YEAR,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,12,MAINT-02,0,9/26/12,837,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,13,MAINT-02,0,9/26/12,329,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,14,MAINT-02,0,9/26/12,360,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,15,MAINT-02,0,9/26/12,308,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,16,MAINT-02,2,9/26/12,338,676,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,17,MAINT-02,0,9/26/12,"1,426",0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,18,MAINT-02,0,9/26/12,"1,532",0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,19,MAINT-02,0,9/26/12,"1,010",0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,20,MAINT-02,0,9/26/12,"1,111",0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,21,MAINT-02,0,9/26/12,371,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,22,MAINT-02,6,9/26/12,382,"2,292",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,23,MAINT-02,0,9/26/12,827,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10451,9/26/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,24,MAINT-02,0,9/26/12,837,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10456,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,ST-656-I,50,9/26/12,110,"5,500",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SR-650-101,3,9/26/12,"1,604","4,812",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,2,STA-1030,2,9/26/12,182,364,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDS-KIT-B-101,1,9/26/12,"1,224","1,224",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,4,SMR-650P-110,0,9/26/12,760,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,5,BAT-1125,2,9/26/12,7,14,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,6,ST-656-I,1,9/26/12,110,110,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,7,CSA-1000-101,2,9/26/12,"2,483","4,966",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,8,SP-652-211,2,9/26/12,"2,023","4,046",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,9,ST-656-I,2,9/26/12,0,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,10,BAT-1125,1,9/26/12,0,0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10462,9/26/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,11,SMR-650-210,3,9/26/12,760,"2,280",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10486,9/29/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,ST-654-001,571,9/29/12,70,"39,970",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10486,9/29/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,2,BAT-1125,4,9/29/12,7,28,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10529,10/27/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,1,SoftwareII-X070,0,10/27/12,"8,745",0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10529,10/27/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,2,SoftwareII-X070,1,10/27/12,"8,745","8,745",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SR-650-101,5,11/16/12,"1,604","8,020",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,2,SCT-KIT-B-101,5,11/16/12,"1,488","7,440",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDSA-654-01,5,11/16/12,80,400,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,4,ST-654-001,300,11/16/12,70,"21,000",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,5,BAT-1125,150,11/16/12,7,"1,050",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,6,ST-656-I,300,11/16/12,110,"33,000",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,7,SSM-650-201-DS,5,11/16/12,"4,123","20,615",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,8,SDSK-EPSRHDP-02,0,11/16/12,"39,790",0,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,10,SDSK-EPSRHDP-04,2,11/16/12,"39,790","79,580",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10545,11/16/12,Software Contracts - ABC Inc.,Services Line - ABC Inc.,9,CHARGES,1,11/16/12,"3,545.50","3,545.50",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10555,12/1/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SR-650-101,1,12/1/12,"1,604","1,604",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10555,12/1/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,2,SRA-1011,1,12/1/12,195,195,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10555,12/1/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,3,SDSA-654-01,1,12/1/12,80,80,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10555,12/1/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,4,SDS-KIT-B-101,1,12/1/12,"1,224","1,224",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10555,12/1/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,5,SRA-1001,1,12/1/12,237,237,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10555,12/1/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,6,ST-654-001,160,12/1/12,70,"11,200",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10556,12/1/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,1,SDSA-654-01,3,12/1/12,80,240,,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10556,12/1/12,Software Contracts - ABC Inc.,Product Line -  ABC Inc.,2,SDS-KIT-B-101,3,12/1/12,"1,224","3,672",,2012,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10602,1/15/11,Software Contracts - ABC Inc.,Services Line - ABC Inc.,1,SoftwareII-X070,1,1/15/11,"25,036","25,036",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10602,1/15/11,Software Contracts - ABC Inc.,Services Line - ABC Inc.,2,SoftwareII-X090AA,1,1/15/11,"3,100","3,100",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10602,1/15/11,Software Contracts - ABC Inc.,Services Line - ABC Inc.,3,SoftwareII-X090AB,1,1/15/11,"3,402","3,402",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10602,1/15/11,Software Contracts - ABC Inc.,Services Line - ABC Inc.,4,SoftwareII-X070,1,1/15/11,"3,186","3,186",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10602,1/15/11,Software Contracts - ABC Inc.,Services Line - ABC Inc.,5,SoftwareII-X090AA,1,1/15/11,171.69,171.69,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10602,1/15/11,Software Contracts - ABC Inc.,Services Line - ABC Inc.,6,SoftwareII-X090AB,1,1/15/11,252,252,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10602,1/15/11,Software Contracts - ABC Inc.,Services Line - ABC Inc.,7,SoftwareII-X070,1,1/15/11,"3,186","3,186",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10610,1/24/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,751G-KIT-C-101,40,1/24/11,"5,050","202,000",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10610,1/24/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,2,PDK-AC-02,40,1/24/11,62,"2,480",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10610,1/24/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,3,SCP-HH,40,1/24/11,450,"18,000",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10610,1/24/11,Software Contracts(Mixed)-ABC Inc,Services Line - ABC Inc.,4,CHARGES,1,1/24/11,510,510,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10613,1/25/11,Software Contracts(Mixed)-ABC Inc,Services Line - ABC Inc.,1,SoftwareII-X070,1,1/25/11,"149,870","149,870",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10619,1/31/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,ST-654-001,30,1/31/11,70,"2,100",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10619,1/31/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,ST-654-001,300,1/31/11,70,"21,000",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10619,1/31/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,ST-654-001,300,1/31/11,70,"21,000",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10619,1/31/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,ST-654-001,900,1/31/11,70,"63,000",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10619,1/31/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,2,ST-656-I,15,1/31/11,110,"1,650",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,SR-650-101,25,2/13/11,"1,604","40,100",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,SR-650-101,36,2/13/11,"1,604","57,744",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,2,SCT-KIT-B-101,61,2/13/11,"1,488","90,768",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,3,STA-1030,25,2/13/11,182,"4,550",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,3,STA-1030,46,2/13/11,182,"8,372",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,4,751G-KIT-C-101,11,2/13/11,"5,050","55,550",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,5,BAT-1120,200,2/13/11,6,"1,200",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,6,ST-654-001,500,2/13/11,70,"35,000",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,7,BAT-1125,200,2/13/11,7,"1,400",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,8,ST-673,50,2/13/11,115,"5,750",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,9,ST-674,50,2/13/11,106,"5,300",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,10,TAV-PDK-04,6,2/13/11,"26,212","157,272",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,11,SP-651-111,1,2/13/11,"1,188","1,188",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,12,SP-651-211,1,2/13/11,"1,636","1,636",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,13,SP-651-311,1,2/13/11,"1,636","1,636",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,14,SP-652-111,1,2/13/11,"1,463","1,463",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,15,SP-652-311,1,2/13/11,"2,023","2,023",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,16,SP-652-211,1,2/13/11,"2,023","2,023",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10644,2/13/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,17,SDSK-EPSRHDP-05,2,2/13/11,"39,935","79,870",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10665,2/22/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,ST-654-001,200,2/22/11,70,"14,000",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10736,4/9/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,CMS-DEF-M,1,4/9/11,"300,000","300,000",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10736,4/9/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,2,SCP-DEF-M,0,4/9/11,"150,000",0,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10736,4/9/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,3,SCP-DEF-M,1,4/9/11,"150,000","150,000",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10737,4/9/11,Software Contracts(Mixed)-ABC Inc,Services Line - ABC Inc.,1,SoftwareII-X070,0,4/9/11,"467,970",0,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10737,4/9/11,Software Contracts(Mixed)-ABC Inc,Services Line - ABC Inc.,2,SoftwareII-X090AA,0,4/9/11,"13,330",0,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10737,4/9/11,Software Contracts(Mixed)-ABC Inc,Services Line - ABC Inc.,3,SoftwareII-X090AB,0,4/9/11,"10,800",0,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10738,4/9/11,Software Contracts(Mixed)-ABC Inc,Services Line - ABC Inc.,1,SoftwareII-X070,0,4/9/11,"133,432",0,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10738,4/9/11,Software Contracts(Mixed)-ABC Inc,Services Line - ABC Inc.,2,SoftwareII-X090AA,0,4/9/11,"2,083",0,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10754,4/30/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,TAV-PDK-04,2,4/30/11,"26,212","52,424",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10754,4/30/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,TAV-PDK-04,3,4/30/11,"26,212","78,636",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10778,5/21/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,BAT-1120,1,5/21/11,6,6,,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10778,5/21/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,2,ST-654-001,661,5/21/11,70,"46,270",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10778,5/21/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,3,TAV-PDK-04,2,5/21/11,"26,212","52,424",,2011,,
PM J-AIT,DFAS-Columbus Center,West Entitlement Operations,DFAS-CO-JW PO Box 182381,,New Delhi,,, ,110019, IN,1065,10779,5/21/11,Software Contracts(Mixed)-ABC Inc,Product Line -  ABC Inc.,1,BAT-1120,11,5/21/11,6,66,,2011,,
