"cocd","material","billT","qty","customer","profitctr","costctr","refdocno","inccc","crcy","inpclc","curr","account","postgdate","tc","intc"
"IN01","84-101","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","68-010","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","69-031B","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","84-214","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-244","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-248","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-249","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-263","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-253","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-267","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-268","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-511","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","66-052","F2",1,1162660,"HTM",,9521083800,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","86-477","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","86-493","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","94-738","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","84-334","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","84-363","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-84-369","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","14-318","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","83-034K","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-86-544","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-86-545","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-86-546","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-88-788","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-88-789","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-88-790","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-88-791","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-88-793","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-88-794","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-84-519","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","68-012","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","14-324","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","14-312","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","14-318","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","14-330","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","87-627","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","87-620","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","87-621","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","87-623","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","11-301H","F2",1,1122307,"HTM",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","77-018","F2",1,1163336,"HTM",,9521083805,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","95-111","F2",1,1163336,"HTM",,9521083805,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","86-477","F2",1,1161594,"HTM",,9521083816,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","84-110","F2",1,1126197,"HTM",,9521083818,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","65-201","F2",1,1126197,"HTM",,9521083818,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","68-010","F2",1,1126197,"HTM",,9521083818,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-87-432","F2",1,1126197,"HTM",,9521083818,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","92-905","F2",1,1126197,"HTM",,9521083818,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","94-192","F2",1,1126197,"HTM",,9521083818,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","0-15-218","F2",1,1126197,"HTM",,9521083818,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-246","F2",1,1126197,"HTM",,9521083818,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-263","F2",1,1126197,"HTM",,9521083818,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","84-112","F2",1,1121393,"HTM",,9521083820,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","84-113","F2",1,1121393,"HTM",,9521083820,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","66-052","F2",1,1162866,"HTM",,9521083825,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-87-432","F2",1,1113012,"HTM",,9521083879,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","1-87-433","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","10-175","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","69-213","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","84-101","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","68-010","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","84-214","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-244","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-249","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-263","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-253","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","62-267","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","66-052","F2",1,1113012,"HTM",,9521083880,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","93-547","F2",1,1151030,"HTM",,9522004727,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","68-010","F2",1,1161733,"HTM",,9522004757,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","92-010","F2",1,1147087,"HTM",,9522308930,1,"INR",1,"USD",41011000,1/4/2013,"INR",1.00
"IN01","62-511","F2",1,1147087,"HTM",,9522308949,1,"INR",1,"USD",41011000,1/7/2013,"INR",1.00
"IN01","92-010","F2",1,1147087,"HTM",,9522308950,1,"INR",1,"USD",41011000,1/7/2013,"INR",1.00
"IN01","62-511","F2",1,1116595,"HTM",,9522601537,1,"INR",1,"USD",41011000,1/3/2013,"INR",1.00
"IN01",68893,"F2",1,1126022,"HYD",,9521083686,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01",68705,"F2",1,1126022,"HYD",,9521083686,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01",68744,"F2",1,1126022,"HYD",,9521083686,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","MBX258","F2",1,900586,"HYD",,9522004720,1,"INR",1,"USD",41011000,1/11/2013,"INR",1.00
"IN01","MBX258","F2",1,900586,"HYD",,9522004721,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","MBX258","F2",1,900586,"HYD",,9522004738,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01",68898,"F2",1,1126022,"HYD",,9522309035,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01",68899,"F2",1,1126022,"HYD",,9522309035,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01",68901,"F2",1,1126022,"HYD",,9522309035,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01",68902,"F2",1,1126022,"HYD",,9522309035,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01",68710,"F2",1,1126022,"HYD",,9522309035,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01",68713,"F2",1,1126022,"HYD",,9522309035,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01","MBX258","F2",1,1159281,"HYD",,9522601588,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","AVT100A","F2",1,1151030,"INS",,9521083024,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01","AVT300A","F2",1,1151030,"INS",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","EVT2000A","F2",1,1151030,"INS",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","EVT3000A","F2",1,1151030,"INS",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","AVT100A","F2",1,1151030,"INS",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","EVT2000A","F2",1,1151030,"INS",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","EVT3000A","F2",1,1151030,"INS",,9521083144,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","EVT3000A","F2",1,1122288,"INS",,9521083346,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01","HVT5000","F2",1,1122288,"INS",,9521083346,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01","EVT600A","F2",1,1121400,"INS",,9521083348,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01","EVT2000A","F2",1,1147693,"INS",,9521083479,1,"INR",1,"USD",41011000,1/19/2013,"INR",1.00
"IN01","EVT600A","F2",1,1147693,"INS",,9521083631,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01","HVT5000","F2",1,1113480,"INS",,9521083721,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","EVT2000A","F2",1,1122307,"INS",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","E200T","F2",1,1122307,"INS",,9521083804,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","AVT300A","F2",1,1151026,"INS",,9521083873,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","EVT2000A","F2",1,1151026,"INS",,9521083873,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","EVT600A","F2",1,1113480,"INS",,9521083875,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","EVT2000A","F2",1,1113480,"INS",,9521083875,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","91150-032","F2",1,1120752,"KWS",,9521082888,1,"INR",1,"USD",41011000,1/3/2013,"INR",1.00
"IN01","91160-032","F2",1,1120752,"KWS",,9521082888,1,"INR",1,"USD",41011000,1/3/2013,"INR",1.00
"IN01","91160-034","F2",1,1120752,"KWS",,9521082947,1,"INR",1,"USD",41011000,1/7/2013,"INR",1.00
"IN01","91150-034","F2",1,1120752,"KWS",,9521082947,1,"INR",1,"USD",41011000,1/7/2013,"INR",1.00
"IN01","L458546","F2",1,1150965,"KWS",,9521083050,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01","96600-564","F2",1,1150965,"KWS",,9521083050,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01","98001-371","F2",1,1150965,"KWS",,9521083050,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01","99740-002","F2",1,1150965,"KWS",,9521083050,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01","99070-008","F2",1,1150965,"KWS",,9521083050,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01","94002-435","F2",1,1116580,"KWS",,9521083052,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01","92100-002","F2",1,1150945,"KWS",,9521083089,1,"INR",1,"USD",41011000,1/10/2013,"INR",1.00
"IN01","92100-008","F2",1,1150945,"KWS",,9521083089,1,"INR",1,"USD",41011000,1/10/2013,"INR",1.00
"IN01","92100-014","F2",1,1150945,"KWS",,9521083089,1,"INR",1,"USD",41011000,1/10/2013,"INR",1.00
"IN01","91150-032","F2",1,1150945,"KWS",,9521083089,1,"INR",1,"USD",41011000,1/10/2013,"INR",1.00
"IN01","91050-006","F2",1,1150945,"KWS",,9521083089,1,"INR",1,"USD",41011000,1/10/2013,"INR",1.00
"IN01","L434205","F2",1,1150945,"KWS",,9521083089,1,"INR",1,"USD",41011000,1/10/2013,"INR",1.00
"IN01","92170-030","F2",1,1150945,"KWS",,9521083089,1,"INR",1,"USD",41011000,1/10/2013,"INR",1.00
"IN01","96870-087","F2",1,1143090,"KWS",,9521083097,1,"INR",1,"USD",41011000,1/11/2013,"INR",1.00
"IN01","91150-032","F2",1,1148157,"KWS",,9521083247,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","91950-243","F2",1,1148157,"KWS",,9521083247,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","91050-006","F2",1,1148157,"KWS",,9521083247,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","L434205","F2",1,1122071,"KWS",,9521083252,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","92160-009","F2",1,1122071,"KWS",,9521083252,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","91160-032","F2",1,1122071,"KWS",,9521083252,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","91150-032","F2",1,1122071,"KWS",,9521083252,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","98001-370","F2",1,1122071,"KWS",,9521083252,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","99740-001","F2",1,1122071,"KWS",,9521083252,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","92100-014","F2",1,1143090,"KWS",,9521083260,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","96870-090","F2",1,1143090,"KWS",,9521083260,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","91010-068","F2",1,1143090,"KWS",,9521083260,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","92160-007","F2",1,1143090,"KWS",,9521083260,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","92160-009","F2",1,1143090,"KWS",,9521083260,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","98001-370","F2",1,1143090,"KWS",,9521083260,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","91160-032","F2",1,1143090,"KWS",,9521083260,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","91150-032","F2",1,1124241,"KWS",,9521083261,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","92170-028","F2",1,1154885,"KWS",,9521083405,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01",68721,"F2",1,1126022,"OTH",,9522309035,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01","PW2100SPB-B1","F2",1,1113340,"OUT",,9521082889,1,"INR",1,"USD",41011000,1/3/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1113287,"OUT",,9521082990,1,"INR",1,"USD",41011000,1/7/2013,"INR",1.00
"IN01","GR3400-QS","F2",1,1113287,"OUT",,9521083062,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01","GR3400-QS","F2",1,1113000,"OUT",,9521083081,1,"INR",1,"USD",41011000,1/10/2013,"INR",1.00
"IN01","PW2100SPB-B1","F2",1,1117750,"OUT",,9521083113,1,"INR",1,"USD",41011000,1/11/2013,"INR",1.00
"IN01","PW2100SPB-B1","F2",1,1120502,"OUT",,9521083139,1,"INR",1,"USD",41011000,1/11/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1117736,"OUT",,9521083162,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1113371,"OUT",,9521083283,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","PW1500SP-B1IN","F2",1,1145012,"OUT",,9521083327,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","PW1500SP-B1IN","F2",1,1148277,"OUT",,9521083336,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","GT110-QS","F2",1,1148277,"OUT",,9521083336,1,"INR",1,"USD",41011000,1/17/2013,"INR",1.00
"IN01","PW1500SP-B1IN","F2",1,1113001,"OUT",,9521083364,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01","PW2100SPB-B1","F2",1,1117750,"OUT",,9521083409,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01","PW1500SP-B1IN","F2",1,1146835,"OUT",,9521083467,1,"INR",1,"USD",41011000,1/19/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1146835,"OUT",,9521083467,1,"INR",1,"USD",41011000,1/19/2013,"INR",1.00
"IN01","PW2100SPB-B1","F2",1,1113429,"OUT",,9521083577,1,"INR",1,"USD",41011000,1/22/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1113472,"OUT",,9521083598,1,"INR",1,"USD",41011000,1/22/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1164096,"OUT",,9521083701,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW2100SPB-B1","F2",1,1164096,"OUT",,9521083701,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW1500SP-B1IN","F2",1,1164096,"OUT",,9521083701,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW1300C-B1IN","F2",1,1113001,"OUT",,9521083712,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW2100SPB-B1","F2",1,1117318,"OUT",,9521083714,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1117318,"OUT",,9521083714,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW1300C-B1IN","F2",1,1118875,"OUT",,9521083769,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1118875,"OUT",,9521083769,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW2100SPB-B1","F2",1,1118875,"OUT",,9521083769,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW1500SP-B1IN","F2",1,1113139,"OUT",,9521083770,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1113139,"OUT",,9521083770,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW1500SP-B1IN","F2",1,1117317,"OUT",,9521083832,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1117317,"OUT",,9521083832,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1160958,"OUT",,9521083862,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","GR3400-QS","F2",1,1113425,"OUT",,9521083869,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1113258,"OUT",,9521083876,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","PW2100SPB-B1","F2",1,1113139,"OUT",,9521083877,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1113135,"OUT",,9522004742,1,"INR",1,"USD",41011000,1/21/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1147087,"OUT",,9522308927,1,"INR",1,"USD",41011000,1/4/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1147087,"OUT",,9522308929,1,"INR",1,"USD",41011000,1/4/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1120172,"OUT",,9522308964,1,"INR",1,"USD",41011000,1/11/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1124069,"OUT",,9522308972,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1124069,"OUT",,9522308973,1,"INR",1,"USD",41011000,1/12/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1147087,"OUT",,9522308978,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1147087,"OUT",,9522308982,1,"INR",1,"USD",41011000,1/16/2013,"INR",1.00
"IN01","GR3400-QS","F2",1,1124069,"OUT",,9522308984,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01","GR3400-QS","F2",1,1113359,"OUT",,9522308985,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01","GR3400-QS","F2",1,1113355,"OUT",,9522308989,1,"INR",1,"USD",41011000,1/18/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1147087,"OUT",,9522309017,1,"INR",1,"USD",41011000,1/22/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1147087,"OUT",,9522309030,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01","PW1570TD-B1","F2",1,1113359,"OUT",,9522309036,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01","PW1300C-B1IN","F2",1,1113359,"OUT",,9522309036,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01","GT110-QS","F2",1,1113359,"OUT",,9522309037,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1113359,"OUT",,9522309039,1,"INR",1,"USD",41011000,1/24/2013,"INR",1.00
"IN01","PW1570TD-B1IN","F2",1,1113359,"OUT",,9522309048,1,"INR",1,"USD",41011000,1/25/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1155048,"OUT",,9522601549,1,"INR",1,"USD",41011000,1/4/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1155048,"OUT",,9522601565,1,"INR",1,"USD",41011000,1/11/2013,"INR",1.00
"IN01","PW1700SPX-B1IN","F2",1,1121400,"OUT",,9522601568,1,"INR",1,"USD",41011000,1/15/2013,"INR",1.00
"IN01","PW1570TD-B1IN","F2",1,1155048,"OUT",,9522601582,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01","PW1370TD-B1IN","F2",1,1155048,"OUT",,9522601582,1,"INR",1,"USD",41011000,1/23/2013,"INR",1.00
"IN01","A6.5X150VE","F2",1,1144051,"PTH",,9521083038,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01","A6.5X150VE","F2",1,1144051,"PTH",,9521083038,1,"INR",1,"USD",41011000,1/9/2013,"INR",1.00
"IN01",629861,"F2",1,1122273,"PTH",,9521083472,1,"INR",1,"USD",41011000,1/19/2013,"INR",1.00
"IN01",986058,"F2",1,1122273,"PTH",,9521083473,1,"INR",1,"USD",41011000,1/19/2013,"INR",1.00
"IN01","175.E","F2",1,1122273,"PTH",,9521083473,1,"INR",1,"USD",41011000,1/19/2013,"INR",1.00
"IN01",986059,"F2",1,1122273,"PTH",,9521083473,1,"INR",1,"USD",41011000,1/19/2013,"INR",1.00
"IN01","A3.5X75VE","F2",1,1147849,"PTH",,9521083559,1,"INR",1,"USD",41011000,1/22/2013,"INR",1.00
"IN01","A6.5X150VE","F2",1,1147849,"PTH",,9521083559,1,"INR",1,"USD",41011000,1/22/2013,"INR",1.00
"IN01","A8X150VE","F2",1,1147849,"PTH",,9521083559,1,"INR",1,"USD",41011000,1/22/2013,"INR",1.00
"IN01",90549483,"ZG2",1,1113137,"SER",,9200204453,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01","1004553-09","ZG2",1,1113137,"SER",,9200204454,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01","561243-00","ZG2",1,1113137,"SER",,9200204455,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01","561243-00","ZG2",1,1113137,"SER",,9200204456,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01","561243-00","ZG2",1,1113137,"SER",,9200204457,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01","579837-02","ZG2",1,1113137,"SER",,9200204458,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01",90502002,"ZG2",1,1113137,"SER",,9200204459,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01","561243-00","ZG2",1,1113137,"SER",,9200204460,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01",90549483,"ZG2",1,1113137,"SER",,9200204461,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01","561243-00","ZG2",1,1113137,"SER",,9200204462,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01","N085931","ZG2",1,1113137,"SER",,9200204463,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
"IN01","N085944","ZG2",1,1113137,"SER",,9200204463,1,"INR",1,"USD",41011000,12/31/2012,"INR",1.00
